industry_code,industry,national_fatals_total,states_fatals_sum,pct_coverage,all_states_count,fatal_states_count
1125XX,Animal Aquaculture,7,2,28.571428571428571429,39,2
115113,"Crop Harvesting, Primarily By Machine",21,6,28.571428571428571429,37,2
238131,Residential Framing Contractors,91,26,28.571428571428571429,52,1
238311,Residential Drywall And Insulation Contractors,42,12,28.571428571428571429,52,3
311421,Fruit And Vegetable Canning,28,8,28.571428571428571429,39,3
33291X,Metal Valve Manufacturing,7,2,28.571428571428571429,41,2
42443X,Dairy Product (Except Dried Or Canned) Merchant Wholesalers,7,2,28.571428571428571429,51,2
52311X,Investment Banking And Securities Dealing,7,2,28.571428571428571429,52,1
54119X,Other Legal Services,7,2,28.571428571428571429,52,1
62199X,All Other Ambulatory Health Care Services,7,2,28.571428571428571429,51,2
81219X,Other Personal Care Services,28,8,28.571428571428571429,52,3
49111X,Postal Service,177,51,28.813559322033898305,52,18
4911XX,Postal Service,177,51,28.813559322033898305,52,18
491XXX,Postal Service,177,51,28.813559322033898305,52,18
22132X,Sewage Treatment Facilities,38,11,28.947368421052631579,45,5
81311X,Religious Organizations,224,65,29.017857142857142857,52,21
8131XX,Religious Organizations,224,65,29.017857142857142857,52,21
71311X,Amusement And Theme Parks,48,14,29.166666666666666667,46,1
622XXX,Hospitals,283,83,29.328621908127208481,52,17
115111,Cotton Ginning,17,5,29.411764705882352941,17,3
325998,All Other Miscellaneous Chemical Product And Preparation Manufacturing,17,5,29.411764705882352941,47,1
32599X,All Other Chemical Product And Preparation Manufacturing,34,10,29.411764705882352941,46,6
623312,Homes For The Elderly,17,5,29.411764705882352941,52,4
452XXX,General Merchandise Stores,193,57,29.533678756476683938,52,18
8121XX,Personal Care Services,152,45,29.605263157894736842,52,16
238112,Nonresidential Poured Concrete Foundation And Structure Contractors,57,17,29.82456140350877193,52,2
23831X,Drywall And Insulation Contractors,211,63,29.857819905213270142,52,10
111339,Other Noncitrus Fruit Farming,30,9,30,23,1
115116,Farm Management Services,10,3,30,38,1
51213X,Motion Picture And Video Exhibition,10,3,30,52,3
561491,Repossession Services,10,3,30,48,3
532XXX,Rental And Leasing Services,233,70,30.042918454935622318,51,13
336611,Ship Building And Repairing,73,22,30.136986301369863014,31,7
333XXX,Machinery Manufacturing,245,74,30.204081632653061224,52,18
111331,Apple Orchards,23,7,30.434782608695652174,32,2
51111X,Newspaper Publishers,220,67,30.454545454545454545,52,13
4413XX,"Automotive Parts, Accessories, And Tire Stores",216,66,30.555555555555555556,52,13
238312,Nonresidential Drywall And Insulation Contractors,49,15,30.612244897959183673,52,4
11311X,Timber Tract Operations,13,4,30.769230769230769231,25,2
1131XX,Timber Tract Operations,13,4,30.769230769230769231,25,2
454XXX,Nonstore Retailers,195,60,30.769230769230769231,52,14
541211,Offices Of Certified Public Accountants,13,4,30.769230769230769231,52,4
54192X,Photographic Services,13,4,30.769230769230769231,52,4
4239XX,Miscellaneous Durable Goods Merchant Wholesalers,275,85,30.909090909090909091,52,19
721XXX,Accommodation,330,102,30.909090909090909091,52,22
492XXX,Couriers And Messengers,274,85,31.021897810218978102,52,20
621111,Offices Of Physicians (Except Mental Health Specialists),77,24,31.168831168831168831,52,8
3273XX,Cement And Concrete Product Manufacturing,279,87,31.182795698924731183,52,19
336111,Automobile Manufacturing,16,5,31.25,22,2
311712,Fresh And Frozen Seafood Processing,19,6,31.578947368421052632,23,1
4411XX,Automobile Dealers,307,98,31.921824104234527687,52,15
311612,Meat Processed From Carcasses,25,8,32,48,3
53131X,Real Estate Property Managers,131,42,32.061068702290076336,52,10
335XXX,"Electrical Equipment, Appliance, And Component Manufacturing",56,18,32.142857142857142857,51,12
11194X,Hay Farming,102,33,32.352941176470588235,41,11
5313XX,Activities Related To Real Estate,139,45,32.374100719424460432,52,11
326XXX,Plastics And Rubber Products Manufacturing,178,58,32.584269662921348315,50,12
23812X,Structural Steel And Precast Concrete Contractors,287,94,32.752613240418118467,52,13
111199,All Other Grain Farming,9,3,33.333333333333333333,39,1
111211,Potato Farming,18,6,33.333333333333333333,38,4
11234X,Poultry Hatcheries,3,1,33.333333333333333333,26,1
112511,Finfish Farming And Fish Hatcheries,6,2,33.333333333333333333,33,2
238341,Residential Tile And Terrazzo Contractors,3,1,33.333333333333333333,49,1
238392,Other Nonresidential Building Finishing Contractors,6,2,33.333333333333333333,52,1
31122X,Starch And Vegetable Fats And Oils Manufacturing,12,4,33.333333333333333333,35,2
31181X,Bread And Bakery Product Manufacturing,72,24,33.333333333333333333,50,8
32614X,Polystyrene Foam Product Manufacturing,3,1,33.333333333333333333,40,1
332111,Iron And Steel Forging,6,2,33.333333333333333333,36,2
42313X,Tire And Tube Merchant Wholesalers,3,1,33.333333333333333333,47,1
44522X,Fish And Seafood Markets,3,1,33.333333333333333333,43,1
45421X,Vending Machine Operators,6,2,33.333333333333333333,52,2
4542XX,Vending Machine Operators,6,2,33.333333333333333333,52,2
481212,Nonscheduled Chartered Freight Air Transportation,21,7,33.333333333333333333,42,1
488991,Packing And Crating,3,1,33.333333333333333333,43,1
5111XX,"Newspaper, Periodical, Book, And Directory Publishers",246,82,33.333333333333333333,52,15
51211X,Motion Picture And Video Production,18,6,33.333333333333333333,52,3
55111X,Management Of Companies And Enterprises,6,2,33.333333333333333333,52,2
5511XX,Management Of Companies And Enterprises,6,2,33.333333333333333333,52,2
551XXX,Management Of Companies And Enterprises,6,2,33.333333333333333333,52,2
56174X,Carpet And Upholstery Cleaning Services,9,3,33.333333333333333333,52,3
62131X,Offices Of Chiropractors,3,1,33.333333333333333333,52,1
92115X,American Indian And Alaska Native Tribal Governments,6,2,33.333333333333333333,22,2
453XXX,Miscellaneous Store Retailers,214,72,33.64485981308411215,52,16
511XXX,Publishing Industries (Except Internet),255,86,33.725490196078431373,52,15
5413XX,"Architectural, Engineering, And Related Services",314,106,33.757961783439490446,52,14
23713X,Power And Communication Line And Related Structures Construction,307,104,33.876221498371335505,52,17
48832X,Marine Cargo Handling,109,37,33.944954128440366972,35,7
4931XX,Warehousing And Storage,198,68,34.343434343434343434,52,9
493XXX,Warehousing And Storage,198,68,34.343434343434343434,52,9
11111X,Soybean Farming,26,9,34.615384615384615385,27,5
444XXX,Building Material And Garden Equipment And Supplies Dealers,349,121,34.670487106017191977,52,21
333132,Oil And Gas Field Machinery And Equipment Manufacturing,23,8,34.782608695652173913,16,2
33661X,Ship And Boat Building,92,32,34.782608695652173913,42,8
3366XX,Ship And Boat Building,92,32,34.782608695652173913,42,8
23813X,Framing Contractors,203,71,34.975369458128078818,51,10
722211,Limited-Service Restaurants,378,133,35.185185185185185185,52,13
56132X,Temporary Help Services,159,56,35.220125786163522013,52,13
2211XX,"Electric Power Generation, Transmission And Distribution",298,105,35.234899328859060403,52,23
483113,Coastal And Great Lakes Freight Transportation,17,6,35.294117647058823529,23,2
811118,Other Automotive Mechanical And Electrical Repair And Maintenance,17,6,35.294117647058823529,50,1
44531X,"Beer, Wine, And Liquor Stores",76,27,35.526315789473684211,52,7
4453XX,"Beer, Wine, And Liquor Stores",76,27,35.526315789473684211,52,7
238992,All Other Nonresidential Specialty Trade Contractors,104,37,35.576923076923076923,52,5
238221,"Residential Plumbing, Heating, And Air-Conditioning Contractors",140,50,35.714285714285714286,52,8
33149X,"Nonferrous Metal (Except Copper And Aluminum) Rolling, Drawing, Extruding, And Alloying",14,5,35.714285714285714286,31,1
238222,"Nonresidential Plumbing, Heating, And Air-Conditioning Contractors",153,55,35.947712418300653595,52,8
72211X,Full-Service Restaurants,381,137,35.958005249343832021,52,14
7221XX,Full-Service Restaurants,381,137,35.958005249343832021,52,14
61151X,Technical And Trade Schools,186,67,36.021505376344086022,51,17
6115XX,Technical And Trade Schools,186,67,36.021505376344086022,51,17
611512,Flight Training,177,64,36.158192090395480226,46,17
11291X,Apiculture,11,4,36.363636363636363636,26,2
238321,Residential Painting And Wall Covering Contractors,110,40,36.363636363636363636,52,7
48121X,Nonscheduled Air Transportation,274,100,36.49635036496350365,51,25
4812XX,Nonscheduled Air Transportation,274,100,36.49635036496350365,51,25
33641X,Aerospace Product And Parts Manufacturing,71,26,36.61971830985915493,47,6
3364XX,Aerospace Product And Parts Manufacturing,71,26,36.61971830985915493,47,6
211111,Crude Petroleum And Natural Gas Extraction,131,48,36.641221374045801527,37,5
32511X,Petrochemical Manufacturing,8,3,37.5,11,1
33311X,Agricultural Implement Manufacturing,8,3,37.5,41,2
5615XX,Travel Arrangement And Reservation Services,8,3,37.5,52,3
92112X,Legislative Bodies,8,3,37.5,39,3
32411X,Petroleum Refineries,37,14,37.837837837837837838,38,5
7139XX,Other Amusement And Recreation Industries,333,126,37.837837837837837838,52,22
3363XX,Motor Vehicle Parts Manufacturing,87,33,37.93103448275862069,50,6
23621X,Industrial Building Construction,168,64,38.095238095238095238,52,10
331111,Iron And Steel Mills,86,33,38.372093023255813953,34,3
42481X,Beer And Ale Merchant Wholesalers,26,10,38.461538461538461538,47,3
72233X,Mobile Food Services,39,15,38.461538461538461538,52,6
53111X,Lessors Of Residential Buildings And Dwellings,188,73,38.829787234042553191,52,12
481XXX,Air Transportation,382,152,39.790575916230366492,52,32
483111,Deep Sea Freight Transportation,98,39,39.795918367346938776,23,4
31121X,Flour Milling And Malt Manufacturing,5,2,40,36,2
31191X,Snack Food Manufacturing,5,2,40,39,2
31194X,Seasoning And Dressing Manufacturing,5,2,40,43,2
33531X,Electrical Equipment Manufacturing,20,8,40,47,4
3353XX,Electrical Equipment Manufacturing,20,8,40,47,4
42333X,"Roofing, Siding, And Insulation Material Merchant Wholesalers",5,2,40,49,2
42342X,Office Equipment Merchant Wholesalers,5,2,40,52,2
44812X,Women'S Clothing Stores,5,2,40,52,2
53223X,Video Tape And Disc Rental,5,2,40,52,2
541921,"Photography Studios, Portrait",5,2,40,51,2
561311,Employment Placement Agencies,5,2,40,51,2
811191,Automotive Oil Change And Lubrication Shops,5,2,40,51,2
11531X,Support Activities For Forestry,97,39,40.206185567010309278,47,5
1153XX,Support Activities For Forestry,97,39,40.206185567010309278,47,5
23811X,Poured Concrete Foundation And Structure Contractors,242,99,40.909090909090909091,52,10
72221X,Limited-Service Eating Places,447,183,40.939597315436241611,52,15
7222XX,Limited-Service Eating Places,447,183,40.939597315436241611,52,15
23814X,Masonry Contractors,333,137,41.141141141141141141,52,15
61111X,Elementary And Secondary Schools,384,159,41.40625,52,24
6111XX,Elementary And Secondary Schools,384,159,41.40625,52,24
23899X,All Other Specialty Trade Contractors,342,142,41.520467836257309942,52,20
71121X,Spectator Sports,255,107,41.960784313725490196,52,20
7112XX,Spectator Sports,255,107,41.960784313725490196,52,20
31321X,Broadwoven Fabric Mills,7,3,42.857142857142857143,28,1
321XXX,Wood Product Manufacturing,333,144,43.243243243243243243,51,20
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",270,117,43.333333333333333333,50,20
327XXX,Nonmetallic Mineral Product Manufacturing,407,177,43.488943488943488943,52,25
812XXX,Personal And Laundry Services,386,168,43.523316062176165803,52,21
221121,Electric Bulk Power Transmission And Control,16,7,43.75,33,2
5311XX,Lessors Of Real Estate,268,118,44.029850746268656716,52,17
238912,Nonresidential Site Preparation Contractors,279,123,44.086021505376344086,52,20
33261X,Spring And Wire Product Manufacturing,9,4,44.444444444444444444,44,2
3326XX,Spring And Wire Product Manufacturing,9,4,44.444444444444444444,44,2
54162X,Environmental Consulting Services,9,4,44.444444444444444444,52,3
711211,Sports Teams And Clubs,9,4,44.444444444444444444,50,4
236115,New Single-Family Housing Construction (Except Operative Builders),409,182,44.498777506112469438,52,24
92216X,Fire Protection,409,182,44.498777506112469438,49,26
331XXX,Primary Metal Manufacturing,263,118,44.866920152091254753,51,13
48841X,Motor Vehicle Towing,306,141,46.078431372549019608,51,21
48311X,"Deep Sea, Coastal, And Great Lakes Water Transportation",141,65,46.099290780141843972,30,9
4831XX,"Deep Sea, Coastal, And Great Lakes Water Transportation",141,65,46.099290780141843972,30,9
115114,Postharvest Crop Activities (Except Cotton Ginning),13,6,46.153846153846153846,44,1
238162,Nonresidential Roofing Contractors,169,78,46.153846153846153846,52,10
813XXX,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",374,173,46.256684491978609626,52,29
33111X,Iron And Steel Mills And Ferroalloy Manufacturing,95,44,46.315789473684210526,38,8
3311XX,Iron And Steel Mills And Ferroalloy Manufacturing,95,44,46.315789473684210526,38,8
11192X,Cotton Farming,41,19,46.341463414634146341,16,2
23711X,Water And Sewer Line And Related Structures Construction,433,202,46.651270207852193995,52,21
238212,Nonresidential Electrical Contractors,272,127,46.691176470588235294,52,11
72241X,Drinking Places (Alcoholic Beverages),304,142,46.710526315789473684,52,24
7224XX,Drinking Places (Alcoholic Beverages),304,142,46.710526315789473684,52,24
236118,Residential Remodelers,354,166,46.892655367231638418,52,21
713XXX,"Amusement, Gambling, And Recreation Industries",410,193,47.073170731707317073,52,23
114112,Shellfish Fishing,210,99,47.142857142857142857,17,11
238161,Residential Roofing Contractors,229,108,47.161572052401746725,52,17
11115X,Corn Farming,131,62,47.328244274809160305,40,10
114111,Finfish Fishing,120,57,47.5,24,6
4883XX,Support Activities For Water Transportation,212,101,47.641509433962264151,40,9
483XXX,Water Transportation,209,100,47.846889952153110048,39,13
621XXX,Ambulatory Health Care Services,556,275,49.460431654676258993,52,30
221XXX,Utilities,490,244,49.795918367346938776,52,29
23622X,Commercial And Institutional Building Construction,508,253,49.803149606299212598,52,30
11193X,Sugarcane Farming,12,6,50,3,2
21111X,Oil And Gas Extraction,184,92,50,40,9
2111XX,Oil And Gas Extraction,184,92,50,40,9
211XXX,Oil And Gas Extraction,184,92,50,40,9
33999X,All Other Miscellaneous Manufacturing,10,5,50,51,3
51791X,Other Telecommunications,8,4,50,50,3
5179XX,Other Telecommunications,8,4,50,50,3
52411X,"Direct Life, Health, And Medical Insurance Carriers",4,2,50,49,2
92812X,International Affairs,18,9,50,52,2
44711X,Gasoline Stations With Convenience Stores,346,174,50.289017341040462428,52,23
44511X,Supermarkets And Other Grocery (Except Convenience) Stores,292,148,50.684931506849315068,52,13
4471XX,Gasoline Stations,419,213,50.835322195704057279,52,27
447XXX,Gasoline Stations,419,213,50.835322195704057279,52,27
23832X,Painting And Wall Covering Contractors,418,213,50.956937799043062201,52,19
4884XX,Support Activities For Road Transportation,408,210,51.470588235294117647,52,27
561612,Security Guards And Patrol Services,299,154,51.505016722408026756,52,16
332XXX,Fabricated Metal Product Manufacturing,482,252,52.282157676348547718,52,26
711XXX,"Performing Arts, Spectator Sports, And Related Industries",456,239,52.412280701754385965,52,28
562111,Solid Waste Collection,391,206,52.685421994884910486,52,22
311XXX,Food Manufacturing,552,293,53.079710144927536232,52,27
56161X,"Investigation, Guard, And Armored Car Services",349,187,53.58166189111747851,52,18
48411X,"General Freight Trucking, Local",515,277,53.786407766990291262,51,32
44512X,Convenience Stores,348,188,54.022988505747126437,52,22
11191X,Tobacco Farming,53,29,54.716981132075471698,9,4
56211X,Waste Collection,470,261,55.531914893617021277,52,25
5621XX,Waste Collection,470,261,55.531914893617021277,52,25
811111,General Automotive Repair,425,237,55.764705882352941176,52,23
5616XX,Investigation And Security Services,387,216,55.813953488372093023,52,21
441XXX,Motor Vehicle And Parts Dealers,600,337,56.166666666666666667,52,27
23712X,Oil And Gas Pipeline And Related Structures Construction,175,99,56.571428571428571429,51,4
48422X,"Specialized Freight (Except Used Goods) Trucking, Local",631,358,56.735340729001584786,51,34
81111X,Automotive Mechanical And Electrical Repair And Maintenance,481,273,56.756756756756756757,52,23
11141X,Food Crops Grown Under Cover,7,4,57.142857142857142857,38,1
531XXX,Real Estate,512,293,57.2265625,52,26
336XXX,Transportation Equipment Manufacturing,351,201,57.264957264957264957,52,18
115XXX,Support Activities For Agriculture And Forestry,441,253,57.369614512471655329,51,21
23822X,"Plumbing, Heating, And Air-Conditioning Contractors",597,344,57.621440536013400335,52,27
3113XX,Sugar And Confectionery Product Manufacturing,24,14,58.333333333333333333,47,1
212XXX,Mining (Except Oil And Gas),499,292,58.517034068136272545,50,22
11511X,Support Activities For Crop Production,277,166,59.927797833935018051,49,15
1151XX,Support Activities For Crop Production,277,166,59.927797833935018051,49,15
111334,Berry (Except Strawberry) Farming,5,3,60,19,2
1111XX,Oilseed And Grain Farming,374,235,62.834224598930481283,43,18
23821X,Electrical Contractors,749,473,63.150867823765020027,52,29
541XXX,"Professional, Scientific, And Technical Services",798,504,63.157894736842105263,52,31
327993,Mineral Wool Manufacturing,11,7,63.636363636363636364,29,1
2362XX,Nonresidential Building Construction,727,465,63.961485557083906465,52,34
5613XX,Employment Services,328,212,64.634146341463414634,52,14
48531X,Taxi Service,470,304,64.680851063829787234,52,26
111335,Tree Nut Farming,17,11,64.705882352941176471,11,1
112111,Beef Cattle Ranching And Farming,407,265,65.110565110565110565,46,23
11211X,"Beef Cattle Ranching And Farming, Including Feedlots",470,308,65.531914893617021277,47,24
11212X,Dairy Cattle And Milk Production,424,281,66.273584905660377358,49,17
11119X,Other Grain Farming,78,52,66.666666666666666667,42,3
44229X,Other Home Furnishings Stores,3,2,66.666666666666666667,52,2
92811X,National Security,603,404,66.998341625207296849,52,25
424XXX,"Merchant Wholesalers, Nondurable Goods",891,597,67.003367003367003367,52,40
48423X,"Specialized Freight (Except Used Goods) Trucking, Long-Distance",633,425,67.140600315955766193,49,33
8111XX,Automotive Repair And Maintenance,771,519,67.315175097276264591,52,28
9281XX,National Security And International Affairs,636,429,67.452830188679245283,52,25
928XXX,National Security And International Affairs,636,429,67.452830188679245283,52,25
4853XX,Taxi And Limousine Service,511,347,67.906066536203522505,52,27
11411X,Fishing,440,299,67.954545454545454545,30,16
488XXX,Support Activities For Transportation,825,561,68,52,32
1141XX,Fishing,441,302,68.48072562358276644,30,17
23891X,Site Preparation Contractors,881,604,68.558456299659477866,52,37
611XXX,Educational Services,875,600,68.571428571428571429,52,40
114XXX,"Fishing, Hunting And Trapping",448,311,69.419642857142857143,44,17
2371XX,Utility System Construction,924,647,70.021645021645021645,52,35
562XXX,Waste Management And Remediation Services,800,564,70.5,52,35
11133X,Noncitrus Fruit And Tree Nut Farming,148,105,70.945945945945945946,44,7
23816X,Roofing Contractors,845,602,71.242603550295857988,52,30
624221,Temporary Shelters,7,5,71.428571428571428571,51,4
1113XX,Fruit And Tree Nut Farming,191,137,71.72774869109947644,44,8
213111,Drilling Oil And Gas Wells,354,255,72.033898305084745763,43,11
4451XX,Grocery Stores,674,487,72.255192878338278932,52,25
115115,Farm Labor Contractors And Crew Leaders,87,64,73.563218390804597701,36,3
31131X,Sugar Manufacturing,19,14,73.684210526315789474,11,
23611X,Residential Building Construction,1074,794,73.929236499068901304,52,36
2361XX,Residential Building Construction,1074,794,73.929236499068901304,52,36
485XXX,Transit And Ground Passenger Transportation,777,575,74.002574002574002574,52,30
2383XX,Building Finishing Contractors,956,709,74.163179916317991632,52,36
423XXX,"Merchant Wholesalers, Durable Goods",1021,762,74.632713026444662096,52,38
21223X,"Copper, Nickel, Lead, And Zinc Mining",4,3,75,5,1
485112,Commuter Rail Systems,4,3,75,3,
512131,Motion Picture Theaters (Except Drive-Ins),4,3,75,42,3
62422X,Community Housing Services,8,6,75,52,5
92215X,Parole Offices And Probation Offices,4,3,75,29,1
1119XX,Other Crop Farming,658,502,76.291793313069908815,48,24
11331X,Logging,846,648,76.59574468085106383,47,30
1133XX,Logging,846,648,76.59574468085106383,47,30
445XXX,Food And Beverage Stores,832,642,77.163461538461538462,52,30
113XXX,Forestry And Logging,890,688,77.303370786516853933,47,28
811XXX,Repair And Maintenance,1107,856,77.326106594399277326,52,34
212112,Bituminous Coal Underground Mining,168,131,77.97619047619047619,11,8
21211X,Coal Mining,264,206,78.030303030303030303,20,9
2389XX,Other Specialty Trade Contractors,1227,958,78.07660961695191524,52,39
2121XX,Coal Mining,268,212,79.104477611940298507,20,9
111411,Mushroom Production,5,4,80,9,1
811113,Automotive Transmission Repair,5,4,80,50,2
23731X,"Highway, Street, And Bridge Construction",1270,1018,80.157480314960629921,52,42
2373XX,"Highway, Street, And Bridge Construction",1270,1018,80.157480314960629921,52,42
1121XX,Cattle Ranching And Farming,1182,950,80.372250423011844332,50,36
11199X,All Other Crop Farming,423,340,80.378250591016548463,47,12
111998,All Other Misc Crop Farming,353,290,82.152974504249291785,47,6
4842XX,Specialized Freight Trucking,1409,1158,82.185947480482611781,52,40
92212X,Police Protection,1355,1116,82.361623616236162362,52,44
722XXX,Food Services And Drinking Places,1236,1021,82.605177993527508091,52,37
2382XX,Building Equipment Contractors,1464,1222,83.469945355191256831,52,41
213112,Support Activities For Oil And Gas Operations,539,451,83.673469387755102041,44,13
21311X,Support Activities For Mining,926,790,85.313174946004319654,43,18
2131XX,Support Activities For Mining,926,790,85.313174946004319654,43,18
213XXX,Support Activities For Mining,926,790,85.313174946004319654,43,18
112XXX,Animal Production,1532,1314,85.770234986945169713,51,41
56173X,Landscaping Services,1631,1399,85.775597792765174739,52,40
111191,Oilseed And Grain Combination Farming,53,46,86.792452830188679245,34,2
236XXX,Construction Of Buildings,1938,1690,87.203302373581011352,52,46
336413,Other Aircraft Parts And Auxiliary Equipment Manufacturing,8,7,87.5,39,
484121,"General Freight Trucking, Long-Distance, Truckload",1620,1419,87.592592592592592593,49,40
111332,Grape Vineyards,17,15,88.235294117647058824,17,2
5617XX,Services To Buildings And Dwellings,2032,1799,88.533464566929133858,52,41
2381XX,"Foundation, Structure, And Building Exterior Contractors",2172,1954,89.963167587476979742,52,41
9221XX,"Justice, Public Order, And Safety Activities",1987,1808,90.991444388525415199,52,47
922XXX,"Justice, Public Order, And Safety Activities",1987,1808,90.991444388525415199,52,47
237XXX,Heavy And Civil Engineering Construction,2400,2215,92.291666666666666667,52,47
56133X,Professional Employer Organizations,143,133,93.006993006993006993,51,2
48412X,"General Freight Trucking, Long-Distance",2557,2384,93.234258897145091905,50,42
561XXX,Administrative And Support Services,2932,2767,94.372442019099590723,52,46
111XXX,Crop Production,2974,2822,94.889038332212508406,51,38
4841XX,General Freight Trucking,3359,3211,95.593926763917832688,52,45
238XXX,Specialty Trade Contractors,5890,5772,97.996604414261460102,52,51
484XXX,Truck Transportation,5055,4958,98.081107814045499505,52,48
11132X,Citrus (Except Orange) Groves,9,9,100,5,1
11242X,Goat Farming,1,1,100,7,1
11321X,Forest Nurseries And Gathering Of Forest Products,5,5,100,25,1
1132XX,Forest Nurseries And Gathering Of Forest Products,5,5,100,25,1
211112,Natural Gas Liquid Extraction,4,4,100,21,2
212234,Copper Ore And Nickel Ore Mining,3,3,100,2,
212325,Clay And Ceramic And Refractory Minerals Mining,1,1,100,18,1
238291,Other Residential Building Equipment Contractors,1,1,100,51,1
311211,Flour Milling,2,2,100,34,2
311221,Wet Corn Milling,1,1,100,6,1
311423,Dried And Dehydrated Food Manufacturing,1,1,100,10,
311911,Roasted Nuts And Peanut Butter Manufacturing,2,2,100,22,1
3133XX,Textile And Fabric Finishing And Fabric Coating Mills,5,5,100,42,1
32513X,Synthetic Dye And Pigment Manufacturing,1,1,100,20,1
32532X,Pesticide And Other Agricultural Chemical Manufacturing,1,1,100,35,1
325992,"Photographic Film, Paper, Plate, And Chemical Manufacturing",1,1,100,36,1
32616X,Plastics Bottle Manufacturing,1,1,100,36,1
326212,Tire Retreading,1,1,100,34,1
326291,Rubber Product Manufacturing For Mechanical Use,5,5,100,33,1
32629X,Other Rubber Product Manufacturing,5,5,100,42,1
327211,Flat Glass Manufacturing,1,1,100,18,1
331221,Rolled Steel Shape Manufacturing,2,2,100,31,2
331314,Secondary Smelting And Alloying Of Aluminum,2,2,100,21,1
331492,"Secondary Smelting, Refining, And Alloying Of Nonferrous Metal (Except Copper And Aluminum)",5,5,100,22,1
33241X,Power Boiler And Heat Exchanger Manufacturing,1,1,100,27,1
332911,Industrial Valve Manufacturing,2,2,100,32,2
332991,Ball And Roller Bearing Manufacturing,1,1,100,22,1
332992,Small Arms Ammunition Manufacturing,1,1,100,18,1
332996,Fabricated Pipe And Pipe Fitting Manufacturing,1,1,100,39,1
333994,Industrial Process Furnace And Oven Manufacturing,1,1,100,32,1
33422X,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,3,3,100,37,2
3342XX,Communications Equipment Manufacturing,3,3,100,49,2
334516,Analytical Laboratory Instrument Manufacturing,1,1,100,38,1
335121,Residential Electric Lighting Fixture Manufacturing,1,1,100,36,1
335122,"Commercial, Industrial, And Institutional Electric Lighting Fixture Manufacturing",1,1,100,30,1
33512X,Lighting Fixture Manufacturing,3,3,100,41,2
3351XX,Electric Lighting Equipment Manufacturing,3,3,100,42,3
335221,Household Cooking Appliance Manufacturing,1,1,100,15,1
33522X,Major Appliance Manufacturing,1,1,100,23,1
3352XX,Household Appliance Manufacturing,1,1,100,30,1
335311,"Power, Distribution, And Specialty Transformer Manufacturing",3,3,100,33,1
335912,Primary Battery Manufacturing,1,1,100,10,1
33591X,Battery Manufacturing,1,1,100,24,1
33631X,Motor Vehicle Gasoline Engine And Engine Parts Manufacturing,1,1,100,44,1
33636X,Motor Vehicle Seating And Interior Trim Manufacturing,1,1,100,31,1
336412,Aircraft Engine And Engine Parts Manufacturing,1,1,100,31,1
337214,Office Furniture (Except Wood) Manufacturing,1,1,100,30,1
33791X,Mattress Manufacturing,1,1,100,34,1
3379XX,Other Furniture Related Product Manufacturing,1,1,100,43,1
339113,Surgical Appliance And Supplies Manufacturing,1,1,100,48,1
33991X,Jewelry And Silverware Manufacturing,1,1,100,48,1
33992X,Sporting And Athletic Goods Manufacturing,1,1,100,46,1
339995,Burial Casket Manufacturing,1,1,100,22,1
42346X,Ophthalmic Goods Merchant Wholesalers,1,1,100,50,1
42394X,"Jewelry, Watch, Precious Stone, And Precious Metal Merchant Wholesalers",2,2,100,51,2
42492X,"Book, Periodical, And Newspaper Merchant Wholesalers",2,2,100,52,2
442291,Window Treatment Stores,1,1,100,51,1
445292,Confectionery And Nut Stores,1,1,100,51,1
446191,Food (Health) Supplement Stores,2,2,100,52,2
44619X,Other Health And Personal Care Stores,2,2,100,52,2
44815X,Clothing Accessories Stores,1,1,100,52,1
44832X,Luggage And Leather Goods Stores,1,1,100,49,1
45112X,"Hobby, Toy, And Game Stores",1,1,100,52,1
451212,News Dealers And Newsstands,1,1,100,44,1
454111,Electronic Shopping,2,2,100,51,1
454113,Mail-Order Houses,1,1,100,51,1
483112,Deep Sea Passenger Transportation,8,8,100,14,1
483212,Inland Water Passenger Transportation,1,1,100,18,
51119X,Other Publishers,1,1,100,47,1
517911,Telecommunications Resellers,1,1,100,49,1
51912X,Libraries And Archives,2,2,100,52,2
51913X,Internet Publishing And Broadcasting And Web Search Portals,1,1,100,52,1
5191XX,Other Information Services,3,3,100,52,3
519XXX,Other Information Services,3,3,100,52,3
524291,Claims Adjusting,2,2,100,52,1
52429X,Other Insurance Related Activities,2,2,100,52,1
52511X,Pension Funds,1,1,100,46,1
5251XX,Insurance And Employee Benefit Funds,1,1,100,47,1
532291,Home Health Equipment Rental,1,1,100,51,1
54143X,Graphic Design Services,1,1,100,52,1
54182X,Public Relations Agencies,1,1,100,52,1
551114,"Corporate, Subsidiary, And Regional Managing Offices",2,2,100,52,2
561611,Investigation Services,1,1,100,47,1
56191X,Packaging And Labeling Services,1,1,100,48,1
62132X,Offices Of Optometrists,1,1,100,52,1
62134X,"Offices Of Physical, Occupational And Speech Therapists, And Audiologists",1,1,100,52,1
621492,Kidney Dialysis Centers,1,1,100,48,1
72131X,Rooming And Boarding Houses,1,1,100,52,1
7213XX,Rooming And Boarding Houses,1,1,100,52,1
811212,Computer And Office Machine Repair And Maintenance,2,2,100,52,2
813312,"Environment, Conservation And Wildlife Organizations",1,1,100,52,1
